issue,title,auditBucket,suggestedOwnerArea,reviewScope,implementationState,matchCount,matchedFiles,searchTerms,suggestedNextStep,issueUrl
AV-EFI/AVefi-Issues#124,NC-06: Navigation muss für Screenreader nachvollziehbar sein (A11y),implemented_candidate,Accessibility/QA,true,implemented_but_untested,20,.\components\detail\PaginationComp.vue; .\components\global\BreadcrumbsComp.vue; .\components\global\ComparisonDrawer.vue; .\components\global\Footer.vue; .\components\global\NavBar.vue; .\components\home\HomeIssuerSection.vue; .\components\home\HomeSectionTextBlock.vue; .\components\input\VueSlider.vue; .\components\micro\ContactForm.vue; .\components\poc\GraphView.vue; .\components\search\PanelRefinementListComp.vue,nc-06; navigation; screenreader; nachvollziehbar; userstory; accessibility; muss; sein; a11y; epic navigation,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/124
AV-EFI/AVefi-Issues#125,NC-07: „Im neuen Tab öffnen“ klar anbieten,implemented_candidate,Backend/API/indexing,true,implemented_but_untested,20,.\components\detail\PaginationComp.vue; .\components\global\BreadcrumbsComp.vue; .\components\global\ComparisonDrawer.vue; .\components\global\NavBar.vue; .\components\input\VueSlider.vue; .\components\search\SearchListViewComp.vue; .\components\views\CompilationViewCompAVefi.vue; .\components\views\WorkViewCompAVefi.vue; .\i18n\locales\de.ts; .\i18n\locales\en.ts,nc-07; neuen; offnen; anbieten; userstory; navigation; klar; epic navigation,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/125
AV-EFI/AVefi-Issues#75,PID-01: PID für einen Film-Metadatensatz registrieren,domain_logic_needed,Product/domain decision,false,blocked_external,0,,pid-01; film-metadatensatz; registrieren; userstory; pid-verwaltung; backend; technical-blocker; epic pid-verwaltung,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/75
AV-EFI/AVefi-Issues#77,PID-03: PID eines Film-Metadatensatzes auflösen (Resolve aus Handle-System),domain_logic_needed,Product/domain decision,false,blocked_external,0,,pid-03; film-metadatensatzes; auflosen; resolve; handle-system; userstory; pid-verwaltung; backend; technical-blocker; eines; epic pid-verwaltung,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/77
AV-EFI/AVefi-Issues#78,PID-04: Versionierung für PID-bezogene Metadatensätze definieren,domain_logic_needed,Product/domain decision,false,blocked_external,0,,pid-04; versionierung; pid-bezogene; metadatensatze; definieren; userstory; pid-verwaltung; backend; unscharf; epic pid-verwaltung,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/78
AV-EFI/AVefi-Issues#79,PID-05: Dublettenprüfung über PID implementieren,duplicate_candidate,Product/domain decision,false,blocked_external,0,,pid-05; dublettenprufung; implementieren; userstory; pid-verwaltung; backend; unscharf; uber; epic pid-verwaltung,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/79
AV-EFI/AVefi-Issues#86,MI-06: Tektonische Übersicht von Manifestationen und Items anzeigen,domain_logic_needed,Product/domain decision,false,blocked_external,0,,mi-06; tektonische; ubersicht; manifestationen; items; userstory; unscharf; manifestationitem; epic manifestationitem,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/86
AV-EFI/AVefi-Issues#90,FI-04: Konflikte oder unklare Identifikatoren anzeigen,domain_logic_needed,Product/domain decision,false,blocked_external,0,,fi-04; konflikte; unklare; identifikatoren; userstory; unscharf; filmidentifikatoren; epic filmidentifikatoren,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/90
AV-EFI/AVefi-Issues#91,FI-03: Identifikatoren bearbeiten und verwalten (Redaktionssystem),domain_logic_needed,Product/domain decision,false,blocked_external,0,,fi-03; identifikatoren; bearbeiten; verwalten; redaktionssystem; userstory; backend; filmidentifikatoren; epic filmidentifikatoren,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/91
AV-EFI/AVefi-Issues#156,SEARCH-08: Experten Modus und Einfachen Modus anbieten,backend_or_data_needed,Backend/API/indexing,false,blocked_external,0,,search-08; experten; modus; einfachen; anbieten; userstory; unscharf; search,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/156
AV-EFI/AVefi-Issues#157,SEO-01: Als Google- oder KI-Nutzer möchte ich gerne die Informationen von AVefi verfügbar haben,implemented_candidate,Backend/API/indexing,true,implemented_but_untested,14,.\app.vue; .\i18n\locales\de.ts; .\nuxt.config.ts; .\server\data\autocomplete_fallbacks.json; .\server\middleware\bot-guard.ts,seo-01; google-; ki-nutzer; gerne; informationen; verfugbar; haben,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/157
AV-EFI/AVefi-Issues#158,SEO-02: Content für SEO optimieren,backend_or_data_needed,Backend/API/indexing,false,blocked_external,0,,seo-02; content; optimieren; userstory,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/158
AV-EFI/AVefi-Issues#152,DQ-10: Größe des Datenbestands,domain_logic_needed,Product/domain decision,false,blocked_external,0,,dq-10; gro e; datenbestands; unscharf; datenqualitat,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/152
AV-EFI/AVefi-Issues#161,"DQ-11: Schema-Anpassungen (TIB, HDF)",domain_logic_needed,Product/domain decision,false,blocked_external,0,,dq-11; schema-anpassungen; filmidentifikatorenansicht; redaktionssystem; userstory; filmidentifikatorenansicht redaktionssystem,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/161
AV-EFI/AVefi-Issues#164,ANALYTICS-01: Matomo Analytics in AVefi integrieren,implemented_candidate,Backend/API/indexing,true,implemented_but_untested,20,.\app.vue; .\components\micro\ContactForm.vue; .\components\search\InstantSearchTemplateAVefi.vue; .\composables\useMatomoTracking.ts; .\i18n\locales\de.ts; .\i18n\locales\en.ts,analytics-01; matomo; analytics; integrieren; hilfe; feedback; kommunikation; allgemein; hilfe feedback kommunikation; allgemein rechtlich pflicht,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/164
AV-EFI/AVefi-Issues#166,"INT-EPIC: Improve user interaction (collections, dataset-quality feedback, annotations)",implemented_candidate,Frontend/UI,true,implemented_but_untested,20,.\components\global\IssuerCarouselComp.vue; .\components\global\PartnersCarouselComp.vue; .\components\home\HomeTimelineSection.vue; .\components\micro\ContactForm.vue; .\components\poster\AvefiPosterComp.vue; .\components\search\PanelRefinementListComp.vue; .\i18n\locales\de.ts; .\i18n\locales\en.ts,int-epic; improve; interaction; collections; dataset-quality; feedback; annotations; unscharf,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/166
AV-EFI/AVefi-Issues#169,SEARCH-11: Clickable facets & entity names,frontend_work,Frontend/UI,true,partial,20,.\app.vue; .\components\detail\HasAgentComp.vue; .\components\detail\HasEventComp.vue; .\components\detail\InstitutionListComp.vue; .\components\detail\ItemListNewComp.vue; .\components\detail\KeyActionRowsComp.vue; .\components\detail\KeyValueComp.vue; .\components\detail\KeyValueListComp.vue,search-11; clickable; facets; entity; names,Review matched implementation and define remaining acceptance criteria.,https://github.com/AV-EFI/AVefi-Issues/issues/169
AV-EFI/AVefi-Issues#170,NORM-01: Normdatenaustausch – Übersicht zu Schlagworten & Genres (PoC → Produktivfeature),domain_logic_needed,Product/domain decision,false,blocked_external,0,,norm-01; normdatenaustausch; ubersicht; schlagworten; genres; produktivfeature; datenqualitat,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/170
AV-EFI/AVefi-Issues#188,CODEQUAL-01: Automatisierte Tests im Frontend implementieren,implemented_candidate,Accessibility/QA,true,implemented_but_untested,20,.\composables\useSearchHistory.ts; .\i18n\locales\de.ts; .\i18n\locales\en.ts; .\playwright.config.ts; .\README.md; .\scripts\github-project-classify.mjs; .\scripts\github-project-cross-check.mjs; .\scripts\github-project-review-batches.mjs; .\tests\README.md,codequal-01; automatisierte; tests; implementieren; userstory; technical-blocker,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/188
AV-EFI/AVefi-Issues#171,CONTENT-02: FAQ (DE / ENG),frontend_work,Frontend/UI,true,not_found,0,,content-02,Review manually; no local frontend evidence found from generated search terms.,https://github.com/AV-EFI/AVefi-Issues/issues/171
AV-EFI/AVefi-Issues#173,UX-01: Update AVefi Projekt Website UX,implemented_candidate,Product/domain decision,true,implemented_but_untested,20,.\app.vue; .\components\detail\FilmRelatedMaterialsComp.vue; .\components\detail\PaginationComp.vue; .\components\global\CarouselCardComp.vue; .\components\global\CompareViewEditor.vue; .\components\global\CompareViewEditorStretched.vue; .\components\global\FacetDrawer.vue; .\components\global\IssuerCarouselComp.vue,ux-01; update; website; hilfe; feedback; kommunikation; hilfe feedback kommunikation,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/173
AV-EFI/AVefi-Issues#178,Content-03: Update Projektseite für Public Release,implemented_candidate,Frontend/UI,true,implemented_but_untested,20,.\app.vue; .\components\detail\FilmRelatedMaterialsComp.vue; .\components\detail\ItemListNewComp.vue; .\components\detail\PaginationComp.vue; .\components\global\CarouselCardComp.vue; .\components\global\CompareViewEditor.vue; .\components\global\CompareViewEditorStretched.vue; .\components\global\FacetDrawer.vue; .\components\global\Footer.vue,content-03; update; projektseite; public; release,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/178
AV-EFI/AVefi-Issues#155,SEARCH-07: Fuzzy Search funktioniert wie erwartet,backend_or_data_needed,Backend/API/indexing,false,blocked_external,0,,search-07; fuzzy; search; funktioniert; erwartet; backend,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/155
AV-EFI/AVefi-Issues#187,PLATFORM-01: Wartungshinweis bei Service-Unterbrechung anzeigen,frontend_work,Frontend/UI,true,partial,16,.\components\micro\ContactForm.vue; .\i18n\locales\de.ts; .\i18n\locales\en.ts; .\pages\accessibility.vue; .\pages\faq.vue; .\pages\vocab.vue,platform-01; wartungshinweis; service-unterbrechung; hilfe; feedback; kommunikation; userstory; hilfe feedback kommunikation,Review matched implementation and define remaining acceptance criteria.,https://github.com/AV-EFI/AVefi-Issues/issues/187
AV-EFI/AVefi-Issues#174,EFI-01: EFI-Label im Frontend sichtbarer machen,domain_logic_needed,Product/domain decision,false,blocked_external,0,,efi-01; efi-label; sichtbarer; machen,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/174
AV-EFI/AVefi-Issues#81,MI-02: Items müssen gefiltert und konsistent zur Manifestation angezeigt werden,domain_logic_needed,Product/domain decision,false,blocked_external,0,,mi-02; items; mussen; gefiltert; konsistent; manifestation; angezeigt; werden; userstory; technical-blocker; epic manifestationitem; search,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/81
AV-EFI/AVefi-Issues#199,GOV-01: Improve Accessibility and Quality of Metadata Group Documentation,implemented_candidate,Backend/API/indexing,true,implemented_but_untested,20,.\app.vue; .\assets\scss\main.scss; .\components\detail\AVefiRefinementListComp.vue; .\components\detail\FavouritesListComp.vue; .\components\detail\FilmRelatedMaterialsComp.vue; .\components\detail\HasAgentComp.vue; .\components\detail\HasEventComp.vue,gov-01; improve; accessibility; quality; metadata; group; documentation,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/199
AV-EFI/AVefi-Issues#201,"Verlinkung von ""Hermann Schlenker bei AVefi"" im Carousel",frontend_work,Frontend/UI,true,partial,20,.\assets\scss\main.scss; .\components\detail\FilmRelatedMaterialsComp.vue; .\components\global\BaseCarousel.vue; .\components\global\CardList.vue; .\components\global\CarouselCardComp.vue; .\components\global\CarouselCardCompBackup.vue; .\components\global\IssuerCarouselComp.vue,verlinkung; hermann; schlenker; carousel,Review matched implementation and define remaining acceptance criteria.,https://github.com/AV-EFI/AVefi-Issues/issues/201
AV-EFI/AVefi-Issues#202,BUG: Duplikate Schlagworte in Datensätzen,domain_logic_needed,Product/domain decision,false,blocked_external,0,,duplikate; schlagworte; datensatzen,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/202
AV-EFI/AVefi-Issues#206,LEGAL-01: Lizenzen für Repos in gitlab und github,qa_or_acceptance_needed,Accessibility/QA,true,partial,20,.\app.vue; .\components\global\VocabViewer.vue; .\i18n\locales\de.ts; .\MATOMO_SETUP.md; .\models\interfaces\schema\model.yaml; .\nuxt.config.ts; .\pages\filmrel\[prefix]\[id].vue; .\pages\res\[prefix]\[id].vue; .\README.md; .\scripts\fetch-schema.mjs; .\scripts\generate-interfaces.mjs,legal-01; lizenzen; repos; gitlab; github; allgemein; rechtlich; pflicht; allgemein rechtlich pflicht; epic lizenzen,Review matched implementation and define remaining acceptance criteria.,https://github.com/AV-EFI/AVefi-Issues/issues/206
AV-EFI/AVefi-Issues#208,BUG: Anzeige leerer Auswahlmöglichkeiten im Menü für Daten-Export,implemented_candidate,Backend/API/indexing,true,implemented_but_untested,20,.\assets\scss\main.scss; .\components\detail\KeyActionRowsComp.vue; .\components\detail\SameAsComp.vue; .\components\global\ActionContextComp.vue; .\components\global\ComparisonDrawer.vue; .\components\global\ExportDataComp.vue; .\components\global\FacetDrawer.vue; .\components\global\NavBar.vue; .\components\search\ClickableFacetValue.vue; .\components\search\InstantSearchTemplateAVefi.vue,anzeige; leerer; auswahlmoglichkeiten; daten-export; menu,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/208
AV-EFI/AVefi-Issues#182,Highlighting / Scrolldown funktioniert nicht bei Auflösen eines PIDs,domain_logic_needed,Product/domain decision,false,blocked_external,0,,highlighting; scrolldown; funktioniert; nicht; auflosen; eines; pids,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/182
AV-EFI/AVefi-Issues#194,BUG: Kübelkind Exemplar Auflösung fkt nicht,domain_logic_needed,Product/domain decision,false,blocked_external,0,,kubelkind; exemplar; auflosung; nicht,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/194
AV-EFI/AVefi-Issues#203,BUG: Suchvorschläge in erweiterter Suche referenzieren englische Begriffe,implemented_candidate,Frontend/UI,true,implemented_but_untested,20,.\app.vue; .\components\detail\AVefiRefinementListComp.vue; .\components\detail\GenericKVView.vue; .\components\detail\HasEventComp.vue; .\components\detail\InstitutionListComp.vue; .\components\detail\ItemListNewComp.vue; .\components\detail\KeyActionRowsComp.vue,suchvorschlage; erweiterter; suche; search; referenzieren; englische; begriffe,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/203
AV-EFI/AVefi-Issues#207,BUG: Fehlerhafte Zuordnung der Normdaten-IDs,domain_logic_needed,Product/domain decision,false,blocked_external,0,,fehlerhafte; zuordnung; normdaten-ids,Keep in owner-area review before frontend code verification.,https://github.com/AV-EFI/AVefi-Issues/issues/207
AV-EFI/AVefi-Issues#218,SEARCH-01: Facet result count must always match returned hits,implemented_candidate,Accessibility/QA,true,implemented_but_untested,20,.\app.vue; .\components\detail\AVefiRefinementListComp.vue; .\components\detail\GenericKVView.vue; .\components\detail\HasEventComp.vue,search-01; facet; result; count; always; match; returned; userstory; technical-blocker; must; hits; search,Review code evidence and add or confirm regression coverage before closing.,https://github.com/AV-EFI/AVefi-Issues/issues/218
